first_name,last_name,birth_date,hire_date
Dmitri,Wixon,1955-11-18,1986-05-26
Saeko,Baik,1955-02-12,1988-04-17
Jaewoo,Beeson,1952-12-01,1988-05-22
Yahiko,Marzano,1952-10-22,1985-11-12
Jaber,Pokrovskii,1955-05-15,1986-12-12
Shichao,Stiles,1953-11-09,1988-11-21
Valdiodio,Grospietsch,1952-03-31,1986-08-24
Tommaso,Lieberherr,1952-05-29,1986-12-29
Yonghong,Kaiserswerth,1953-09-21,1985-08-16
Mats,Rouquie,1955-06-03,1985-08-18
Rance,Tchuente,1955-06-30,1988-03-20
Amabile,Melichar,1954-12-11,1987-07-06
Arco,Thisen,1952-03-18,1985-07-11
Paraskevi,Siksek,1954-09-05,1986-09-21
Kazuhira,Buchter,1954-01-20,1986-06-29
Youjian,Ratnakar,1953-08-30,1986-05-24
Dayanand,Mandell,1954-04-03,1986-12-09
Masami,Kropp,1953-05-01,1985-06-24
Werner,Matzke,1954-05-02,1986-11-20
Jianhao,Baez,1954-06-14,1988-11-21
Beshir,Sooriamurthi,1954-03-04,1986-09-29
Mayuri,Biron,1954-02-17,1985-08-20
Toong,Deville,1954-06-10,1986-11-20
Sumant,Delgrange,1954-07-29,1987-04-05
Uzi,Biran,1953-08-06,1987-11-20
Ronnie,Assaf,1954-08-07,1987-04-01
Falguni,Zallocco,1955-06-15,1986-11-23
Kinh,Dechter,1953-12-15,1986-06-05
Marc,Pouyioutas,1955-06-29,1987-06-27
Jaewoo,Lagarias,1953-03-23,1985-10-13
Jagoda,Copas,1955-10-31,1987-03-04
Goncalo,Rothe,1953-08-12,1987-01-17
Christfried,Awdeh,1952-09-10,1988-09-05
Howell,Versino,1955-02-13,1987-05-09
Eldridge,Fandrianto,1953-06-14,1987-08-04
Shichao,Kulisch,1955-11-12,1987-08-11
Alejandra,Harbusch,1953-04-26,1988-08-03
Sariel,Schlegelmilch,1953-01-06,1985-08-03
Persi,Barreiro,1952-04-24,1988-11-29
Khue,Mayerwieser,1952-08-04,1986-05-17
Huei,Bahr,1954-10-03,1985-12-27
Atilio,Krichel,1953-06-09,1988-06-19
Emran,Heping,1953-08-26,1987-10-24
Kensei,Speek,1952-06-21,1986-01-20
Moon,Piveteau,1953-11-30,1986-02-15
Tamiya,Linares,1952-09-10,1985-03-07
Hatsukazu,Yetto,1954-10-20,1986-05-24
Yagil,Basart,1954-04-22,1986-03-26
Nadjib,Demri,1953-12-13,1986-01-16
Mayumi,Sevcikova,1955-12-05,1985-08-23
Gunilla,Simmel,1954-03-26,1985-08-26
Conrado,Sridhar,1953-10-03,1987-06-16
Arunachalam,Zaumen,1953-09-25,1986-07-08
Jordanka,Zastre,1955-08-25,1987-01-12
Khoa,Levasseur,1952-11-18,1987-09-01
Mohammad,Zhang,1954-10-11,1988-09-27
Raimond,Mitina,1953-07-07,1986-01-02
Yakichi,Chelton,1955-05-10,1986-03-05
Chriss,Zaccaria,1955-08-17,1986-05-24
Aria,Benveniste,1952-08-31,1987-06-12
Renny,Rusmann,1954-09-11,1987-03-17
Gao,Munke,1953-12-02,1985-12-19
Anyuan,Basart,1955-07-28,1985-04-23
Chinho,Vesel,1954-06-04,1988-08-06
Toshimo,Attimonelli,1953-05-12,1987-04-20
Shigeaki,Orlowska,1952-04-16,1985-09-11
Zsolt,Solovay,1952-03-25,1986-12-02
Subhada,Vieth,1953-02-02,1985-04-14
Uma,Pulkowski,1952-10-07,1986-11-11
Shounak,Ebeling,1952-09-01,1988-10-22
Angel,Kamble,1955-02-09,1985-03-05
Zhensheng,Zweizig,1953-05-27,1987-10-12
Apostol,Coors,1954-09-01,1986-12-23
King,Ruther,1953-09-04,1987-03-11
Martins,Puppo,1954-10-07,1986-12-24
DAIDA,Keirsey,1953-08-11,1986-04-25
Kwan,Vernadat,1952-10-16,1986-04-06
Fumitaka,Motley,1952-06-24,1986-12-09
Jaques,Tibblin,1955-06-23,1985-09-04
Denis,Roccetti,1953-12-28,1987-09-28
Kotesh,Remmers,1953-03-15,1987-06-16
Tuval,Rosis,1955-12-18,1986-06-25
Barna,Peng,1955-07-24,1985-11-16
Mohan,Frezza,1954-01-07,1988-10-11
Hirochika,Itschner,1953-07-02,1986-11-08
Babette,Botman,1954-01-03,1985-05-08
Rance,Karner,1952-05-07,1987-05-28
Weidon,Leslie,1954-06-20,1987-01-03
Goncalo,Gulak,1955-01-31,1985-03-18
Nobuyoshi,Strandh,1953-11-10,1986-02-01
Xinyu,Kaminger,1954-01-01,1985-05-11
Snehasis,Servieres,1952-04-08,1985-05-29
Steve,Bach,1952-07-04,1988-10-30
Bezalel,Klassen,1955-03-09,1987-05-21
Visit,Murtafg,1953-03-12,1986-09-27
Zhonghui,Luga,1953-05-04,1986-03-01
Duke,Peltason,1953-10-23,1987-07-31
Werner,Georgakopoulos,1953-03-21,1987-01-16
Rafail,Dulay,1955-02-02,1986-03-05
Adly,Engberts,1954-08-29,1987-05-27
Florina,Coorg,1954-05-18,1988-01-11
Werner,Speel,1952-06-28,1986-09-11
Shuichi,Furudate,1952-06-22,1985-03-13
Shaowei,Cairo,1955-03-29,1986-10-01
Jianhao,Suomi,1954-04-02,1987-04-14
Barna,Thisen,1955-01-23,1986-11-20
Froduald,Standera,1955-07-24,1987-04-01
Arne,Bharadwaj,1952-05-31,1988-07-15
Perry,Bultermann,1955-12-23,1988-08-19
Sivanarayana,Nergos,1953-07-31,1987-11-21
Baocai,Baba,1954-12-17,1985-09-11
Khalid,Gustavson,1953-02-19,1986-10-21
Hauke,Templeman,1953-04-10,1986-09-02
Xudong,Chinal,1952-05-01,1986-09-11
Adel,Pusterhofer,1954-02-02,1988-02-09
Eldridge,Soicher,1955-01-26,1988-01-02
Leen,Valtorta,1952-07-09,1987-07-13
Changho,Herbst,1955-04-07,1988-12-25
Willard,Gist,1954-10-30,1985-10-10
Sailaja,Bain,1955-05-18,1985-12-08
Ugo,Simmel,1954-01-02,1985-05-06
Mooi,Lamba,1955-03-11,1988-04-16
Juyoung,Riesenhuber,1952-04-07,1985-03-16
Babette,Muniz,1953-03-28,1988-06-05
Chenyi,Gomatam,1954-05-23,1987-12-23
Serenella,Validov,1954-06-23,1986-10-03
Kazuhisa,Hutton,1954-08-03,1985-03-07
Guadalupe,Lorys,1953-09-25,1988-09-11
Siamak,McAlpine,1955-08-26,1988-05-12
Roded,Ranum,1954-11-10,1986-11-30
Mang,Chiodo,1955-01-15,1985-02-19
Udaiprakash,Fandrianto,1953-07-11,1986-09-23
Hailing,Kleiser,1954-03-26,1986-04-29
Martine,Fontet,1955-08-09,1986-05-05
Sungwon,Lung,1953-02-16,1987-08-28
Zvonko,Jording,1954-01-07,1988-05-02
Xuejia,Suessmith,1953-02-04,1986-02-04
Khatoun,Pellegrinelli,1954-08-09,1985-06-08
Valery,Krupka,1953-06-17,1987-07-24
Jaques,Aloia,1954-09-30,1985-09-28
Sreenivas,Wixon,1952-09-19,1985-06-25
Yuichiro,Boudaillier,1954-06-17,1986-11-23
Conor,Krybus,1952-08-17,1986-09-08
Kristina,Flasterstein,1954-08-24,1988-12-19
Hongzue,Krider,1955-09-01,1985-08-01
Mona,Gustavson,1954-11-03,1985-12-11
Theirry,Gischer,1954-08-07,1987-02-23
Aimee,Melski,1953-01-31,1988-08-11
Sandeepan,Huhdanpaa,1955-08-25,1987-02-20
Szabolcs,Famili,1954-02-03,1986-12-02
Amstein,Conte,1955-09-19,1985-09-07
Yakkov,Lanteri,1955-07-01,1985-03-27
Jeanne,Heuter,1955-09-26,1988-04-08
Parke,Kossowski,1953-07-28,1986-02-12
Younwoo,Ratnaker,1955-03-07,1985-03-24
Mong,Feldmann,1952-08-11,1987-04-18
Pranas,Gammage,1952-05-29,1987-08-15
Dinah,Sadowsky,1952-02-29,1985-06-26
Yurij,Tzvieli,1952-08-20,1987-10-11
Danae,Wursthorn,1954-03-06,1985-11-20
Heeju,Eastman,1955-06-20,1985-11-17
Mohammed,Uhrig,1952-07-19,1986-02-21
Mountaz,Bultermann,1954-07-15,1988-05-07
Kazuhide,Zeilberger,1952-04-29,1986-08-20
Yongmin,Koblick,1952-11-18,1985-07-22
Halsur,Picht,1952-09-27,1985-04-21
Tokuyasu,Cmelik,1953-09-19,1987-12-16
Alejandro,Candan,1955-10-19,1988-05-29
Peternela,Piazza,1954-02-26,1985-03-27
Ymte,Luiz,1955-07-20,1988-11-11
Kamran,Rahier,1952-12-10,1986-02-21
Seongbae,Matheson,1954-04-06,1985-08-17
Martins,Potthoff,1952-09-10,1986-12-21
Mircea,Reghbati,1954-10-20,1986-08-27
Jianwen,Munro,1954-10-12,1987-06-10
Shigeichiro,Gopalakrishnan,1954-01-09,1988-06-17
Pramod,Yurek,1954-06-24,1987-09-29
Mingsen,Butterworth,1952-05-21,1985-11-23
Toney,Murtagh,1955-12-10,1985-07-13
Owen,Luby,1953-08-21,1986-08-20
Billur,Munck,1955-03-09,1987-10-03
Vitaly,McClurg,1954-10-28,1986-12-12
Ravishankar,Lally,1953-03-03,1988-06-29
Rosalyn,Lortz,1954-11-21,1987-04-17
Mantis,Servi,1953-11-17,1986-10-19
Karoline,Sessa,1953-11-13,1985-03-13
Peer,Garnham,1952-09-03,1986-12-08
Quingbo,Erev,1952-11-13,1985-11-25
Cedric,Buchter,1954-11-08,1985-03-29
Irena,Giarratana,1953-10-30,1987-07-04
Adly,Msuda,1952-05-04,1987-05-10
Khosrow,Schmittgen,1952-12-04,1986-11-07
Amstein,Isaac,1952-10-22,1987-08-02
Feixiong,Cunliffe,1954-02-01,1986-12-04
Marke,Maccarone,1952-11-09,1987-02-26
Takanari,Luit,1954-04-08,1988-07-31
Stella,Gecseg,1955-04-11,1985-06-01
Sanjai,Hoogerwoord,1953-05-20,1988-07-21
Ranga,Pillow,1954-07-21,1987-11-25
Zhenhua,Pappas,1953-09-08,1986-05-18
Kinh,Covnot,1952-09-02,1985-04-02
Frederique,Giarratana,1955-03-31,1987-11-18
Yuuichi,Bhattacharjee,1954-07-01,1985-08-10
Masami,Farrow,1955-01-17,1986-01-25
Subhada,Zlotek,1952-06-28,1986-10-27
Moty,Stanger,1953-04-21,1987-08-01
Monique,Welham,1952-09-13,1986-04-17
Kitty,Clouatre,1952-08-02,1986-09-29
Felicidad,Ferriere,1954-09-06,1986-03-13
Gay,Meszaros,1955-11-24,1985-09-20
Gay,Alpay,1955-12-07,1985-07-27
Krisda,Busillo,1954-09-10,1988-04-07
Pramod,Hoogerwoord,1952-06-29,1986-07-31
Jianwen,Ramaiah,1952-06-08,1987-05-14
Kersti,Farrag,1954-11-25,1985-08-01
Vishv,Cincotta,1955-06-08,1987-08-07
Vitali,Servi,1954-07-22,1987-12-13
Qiwen,Gerteisen,1953-06-06,1987-06-11
Rosalyn,Vernadat,1955-04-04,1987-12-13
Marsja,Shobatake,1954-12-25,1986-10-19
Masasuke,Onuegbe,1954-03-04,1986-10-15
Kazuhito,Collette,1953-06-06,1986-12-27
Bojan,Chelton,1952-06-06,1985-07-26
Ebru,Cronan,1954-12-30,1986-08-13
Divine,Ozeki,1953-11-14,1988-08-15
Claudi,Famili,1954-01-08,1986-08-21
Navin,Gelosh,1954-02-25,1988-09-18
Boriana,Neimat,1955-04-24,1988-01-04
Indrajit,Verspoor,1953-06-30,1986-07-29
Odoardo,Laventhal,1953-07-19,1988-01-26
Hiroyasu,Aamodt,1954-01-14,1985-07-26
Monique,Thombley,1952-08-14,1985-08-19
Jixiang,Sifakis,1955-07-24,1988-01-31
Dannz,Pargaonkar,1955-12-09,1988-03-26
Gila,Plumb,1953-03-04,1987-11-30
Hailing,Zumaque,1954-08-28,1986-04-27
Luise,Kavvadias,1954-09-05,1985-05-02
Ravishankar,Orlowska,1953-10-23,1985-04-24
Kasturi,Siprelle,1955-12-03,1986-11-07
Kish,Macedo,1952-09-10,1985-03-16
Yifei,Cools,1955-04-12,1986-07-09
Mabry,Papadias,1955-04-20,1986-10-17
Christoper,Picel,1953-03-10,1986-02-13
Otmar,Biros,1953-03-06,1985-07-05
Krassimir,Lorin,1952-12-24,1986-08-04
Xinan,Engelmann,1954-07-05,1988-02-17
Sarita,Kuzuoka,1954-12-12,1988-07-22
Pohua,Bage,1952-06-25,1986-05-28
Zhonghua,Nourani,1953-07-18,1988-06-08
Godehard,Zolotykh,1954-01-29,1988-07-31
Shietung,Tasistro,1954-06-05,1986-12-25
Giri,Pollock,1952-07-26,1986-09-10
Nigel,Plesums,1953-11-14,1985-08-08
Zhaofang,Chiola,1953-05-06,1986-07-21
Shrikanth,Swist,1952-05-26,1987-10-03
Anestis,Clouatre,1954-02-12,1988-07-13
Heather,Shiratori,1952-08-14,1987-06-09
Feiyu,Grandbois,1955-05-17,1985-09-27
Hongzue,Erman,1953-08-10,1986-03-24
Alexius,Trelles,1953-01-31,1985-10-10
Jeong,Bugaenko,1952-02-20,1988-03-24
Barry,Shimshoni,1954-05-23,1986-06-23
Willard,Fairtlough,1952-11-14,1985-11-03
Hsiangchu,Landherr,1954-07-24,1987-04-26
Valeri,Portugali,1953-06-10,1988-01-26
Jovan,Docker,1954-03-09,1985-04-23
Tse,Oxman,1952-02-22,1985-09-19
Leucio,Stasinski,1952-11-18,1987-07-18
Mads,Peltason,1955-03-13,1988-11-27
Xumin,Winter,1952-08-13,1985-02-22
Kien,Schnabel,1953-06-20,1987-07-16
Tuval,Iwayama,1952-02-28,1985-09-14
Yechiam,Assaf,1953-08-29,1987-12-03
Debaprosad,Gihr,1953-04-12,1988-04-10
Zhigen,Ratnakar,1955-08-01,1988-03-07
Gunilla,Breugel,1954-03-11,1986-05-02
Odoardo,Crabtree,1955-12-23,1987-06-27
Rosella,Egerstedt,1955-08-30,1987-01-27
Pranas,Babb,1953-07-17,1985-06-10
Kristin,Lorys,1954-07-12,1985-12-24
Vishu,Erev,1952-06-08,1987-04-23
Bikash,Kalefeld,1954-12-06,1985-12-17
Ipke,Krone,1952-10-24,1987-10-23
Vesna,Egerstedt,1953-03-05,1988-01-21
Sashi,Schueller,1955-04-11,1988-01-31
Nathan,Erez,1952-05-26,1988-08-31
Adin,Koblitz,1955-01-10,1985-07-01
Chanjung,Nitsche,1953-04-21,1988-03-30
Ramalingam,Anguita,1953-05-27,1988-12-27
IEEE,Krichel,1952-05-30,1985-05-13
Tsutomu,Sifakis,1954-01-06,1986-02-28
Vidya,Speek,1953-01-03,1988-04-04
Neelam,Clouatre,1952-08-28,1985-12-26
Jaewoo,Butner,1954-01-09,1987-03-05
Yonghong,Schmezko,1953-11-20,1985-02-12
Roselyn,Samarati,1953-07-05,1986-07-27
Feipei,Schmiedel,1952-06-16,1985-11-25
Saniya,Brender,1954-04-06,1985-03-11
Nigel,Coors,1954-05-21,1985-05-24
Bodh,Ghazalie,1954-04-21,1985-04-12
Minghong,Dulli,1955-03-26,1986-06-28
Dipankar,Ponthieu,1952-09-07,1985-05-11
Divine,Hofman,1952-04-28,1988-02-01
Marko,Rusterholz,1953-06-07,1987-01-28
Radhika,Spell,1954-01-21,1988-01-01
Theirry,Compeau,1953-12-18,1987-05-22
Berry,Henseler,1954-08-17,1985-06-20
Morris,Eiron,1953-12-06,1986-12-03
Pradeep,Gente,1954-10-03,1987-12-12
Mahmut,Domenig,1952-02-24,1986-07-10
Fumiyo,Cools,1953-04-17,1986-08-26
Falguni,Mitsuhashi,1952-09-08,1986-06-22
Shem,Greibach,1953-01-15,1985-07-08
Fatemeh,Sudbeck,1952-04-01,1988-11-08
Oscar,Chinin,1955-12-21,1987-04-13
Sakthirel,Pashtan,1954-06-12,1986-05-21
Xuedong,Braunschweig,1955-07-25,1985-04-16
Yinlin,Haumacher,1953-09-17,1987-01-26
Uri,Tchuente,1955-12-23,1988-12-24
Toshimori,Murtha,1954-07-04,1988-01-05
Sandeepan,Bondorf,1952-09-28,1985-05-29
Lidong,Dulli,1953-11-17,1988-05-16
Tetsushi,Rindone,1954-08-09,1987-06-28
Nagui,Jansch,1955-06-08,1986-12-21
Indrajit,Roisin,1953-04-08,1986-03-10
Goetz,Herber,1955-06-09,1985-06-24
Shunichi,Lieblein,1955-01-20,1986-04-14
Kellyn,Famili,1955-02-10,1985-09-02
Barton,Domenig,1952-08-18,1985-03-07
Radoslaw,Callaway,1953-03-16,1985-06-23
Anestis,Staylopatis,1953-07-26,1986-05-22
Fusako,Nishimukai,1955-05-22,1988-12-14
Zengping,Polupanov,1952-10-05,1986-07-05
Navin,Cools,1954-06-13,1987-02-13
Shigeaki,Zyda,1955-06-02,1987-05-03
Marsha,Vitiello,1952-04-08,1988-03-06
Edwin,Rouquie,1954-09-20,1986-08-08
Barun,Camarinopoulos,1955-03-14,1988-02-13
Toshiki,Kavanagh,1952-04-09,1986-03-12
Sigeru,Solares,1955-09-17,1986-04-16
Christoph,Besancenot,1954-02-23,1988-04-29
Zeljko,Matheson,1955-11-04,1988-11-16
Kazuhide,Barinka,1955-05-10,1987-04-05
Jianwen,Gerteisen,1954-05-11,1988-07-07
Pintsang,Rosin,1952-05-02,1985-03-13
Rosalyn,Zykh,1953-10-24,1985-12-13
Sampalli,Etalle,1953-03-24,1986-10-28
Mahendra,Verhaegen,1953-11-10,1985-09-26
Wilmer,Barvinok,1952-02-12,1988-06-14
Ramzi,Schonegge,1953-07-19,1985-05-28
Hairong,Hiroyama,1955-03-25,1988-03-09
Demos,Swiss,1954-11-14,1986-05-02
Akeel,Maksimenko,1955-11-06,1985-07-25
Dekang,Babu,1952-08-15,1987-06-04
Girolamo,Conte,1952-11-15,1985-08-15
Marsja,Ramalingam,1955-09-01,1987-04-07
Shawna,Thibadeau,1954-12-26,1988-03-16
Anyuan,Wallrath,1955-04-02,1987-12-06
Eric,Hartvigsen,1955-11-14,1985-11-04
Taizo,Scharstein,1955-02-24,1987-10-16
Oddvar,Mandelberg,1954-10-02,1988-11-30
Marsha,Dayana,1953-09-01,1986-03-29
Dhritiman,Ramamoorthy,1952-07-22,1986-03-02
Dannz,Gecsel,1952-03-23,1986-04-09
Charmane,Yeung,1952-03-01,1988-06-08
Danel,Lammel,1955-10-18,1985-10-22
Weicheng,Serna,1953-07-12,1988-01-29
Aloke,Neiman,1954-11-16,1987-01-30
Jixiang,Muhling,1955-07-20,1987-02-12
Tze,Denny,1953-02-15,1985-08-11
Jiakeng,Lyonns,1954-10-02,1986-03-26
Indrajit,Lindqvist,1955-02-27,1987-04-05
Khue,Baalen,1953-03-13,1987-11-19
Vincent,Schnabel,1953-12-27,1988-09-09
Shaz,Muntz,1953-01-23,1988-04-14
Mary,Argence,1954-01-17,1987-12-15
Patricio,Waymire,1953-02-23,1986-12-08
Irene,Improta,1953-06-13,1986-02-11
Adib,Boudaillier,1955-07-27,1988-09-09
Randy,Verspoor,1954-08-15,1985-03-25
Angel,Rosin,1953-10-28,1987-04-16
Terresa,Brendel,1953-05-03,1987-09-24
Clyde,Hebert,1955-02-22,1987-03-02
Angel,Peyn,1952-11-26,1987-01-08
Arlette,Ruther,1952-09-21,1988-01-28
Unal,Kossowski,1954-08-28,1988-09-03
Prasadram,Fortenbacher,1953-06-23,1985-03-31
Yishai,Schreiter,1952-11-12,1986-08-19
Mayuko,Beutelspacher,1953-05-31,1988-07-24
Feiyu,Huxford,1955-08-16,1987-03-23
Boguslaw,Baer,1954-07-28,1986-07-26
Xiaoqiu,Kusalik,1954-05-07,1985-09-04
Abdelkader,Felder,1953-07-24,1985-12-14
Zhenbing,Cangellaris,1954-12-17,1988-06-15
Gor,Melichar,1952-07-08,1987-10-23
Masako,Gils,1952-07-07,1988-01-07
Anoosh,Markovitch,1955-09-10,1987-07-15
Shigeichiro,Pezzoli,1952-04-23,1987-06-15
Danil,Borovoy,1953-06-10,1985-08-21
Horward,Boudaillier,1954-12-12,1986-02-12
Cordelia,Ohori,1954-03-09,1985-07-01
Utz,Bernardeschi,1955-05-03,1986-01-26
Ortrun,Mapelli,1954-10-28,1985-06-03
Arto,Cronan,1953-06-24,1985-12-15
Golgen,Simmel,1954-01-08,1987-08-31
Mostafa,Rodite,1954-11-26,1988-04-24
Remco,Beerel,1954-12-31,1988-02-23
Perla,Larfeldt,1952-03-23,1988-03-04
Geraldo,Taubenfeld,1955-08-29,1988-01-30
Xiping,Qiwen,1952-02-10,1986-09-23
Genevieve,Binkley,1953-10-11,1988-07-06
Shahaf,Fordan,1955-11-27,1985-02-27
Guoxiang,Knightly,1952-02-29,1988-10-22
Sven,Chenoweth,1955-09-15,1987-11-24
Shmuel,Gils,1954-10-10,1985-06-05
Tiina,Kampfer,1955-04-20,1987-02-20
Charlene,Lipner,1953-07-17,1986-03-01
Gino,Schusler,1953-01-08,1987-01-02
Shao,Brendel,1955-08-20,1988-02-23
Lunjin,Marzano,1954-05-29,1985-11-06
Bedir,Garigliano,1952-12-13,1986-10-30
Alois,Belinskaya,1952-06-30,1988-04-15
Maha,Beilner,1954-12-20,1987-05-18
Mahmut,Braunschweig,1954-11-10,1988-09-21
Odysseas,Terwilliger,1952-07-23,1987-04-16
Eberhardt,Denti,1953-04-25,1986-01-06
Jagoda,Alvarado,1952-06-30,1986-12-01
Munir,Anguita,1952-07-04,1986-10-19
Alain,Eastman,1953-06-10,1988-04-12
Berhard,Hinsberger,1955-07-03,1986-10-30
Paris,Hennebert,1955-03-15,1987-11-08
Leni,Benzmuller,1955-10-13,1987-07-25
Mitsuyuki,Ramsey,1955-05-22,1987-01-23
Garnik,Shokrollahi,1953-05-24,1987-12-03
Elvia,Kading,1952-02-05,1985-02-28
Yolla,Shimshoni,1952-06-23,1988-07-25
Gritta,Antonisse,1953-06-30,1988-05-16
Weidon,Snedden,1954-02-20,1985-10-11
Hongzhu,Babu,1953-06-06,1985-10-23
Kristin,Lores,1955-04-24,1986-04-29
Erzsebet,Zschoche,1955-12-04,1988-09-30
Satosi,Merle,1953-01-07,1988-02-19
Dhritiman,Setlzner,1954-03-30,1985-08-06
Ghassan,Swan,1953-08-06,1988-04-16
Leucio,Calkin,1954-09-14,1986-09-11
Mohit,Gulik,1955-06-26,1987-04-23
Jaihie,Crooks,1952-05-18,1986-09-15
Brendon,Felcyn,1955-06-03,1988-10-25
Kazuhira,Nyanchama,1953-02-28,1985-11-13
Hidde,Baig,1955-04-18,1988-05-05
Sachem,Baar,1954-03-28,1985-06-25
Fumiko,Kruskal,1954-09-25,1986-12-30
Chenxi,Rijsenbrij,1955-05-22,1986-02-18
Yuriy,Setia,1953-03-05,1988-01-16
Shen,Greenaway,1954-11-29,1988-11-11
Fei,Perfilyeva,1953-12-09,1986-01-15
Udaiprakash,Chepyzhov,1954-04-28,1986-04-19
Sadun,Middleton,1953-07-24,1988-09-10
Uno,Coney,1952-06-26,1985-12-09
Hironoby,Nivat,1952-06-07,1986-06-26
Ulf,Douceur,1954-10-14,1986-04-21
Kiyomitsu,Guenter,1953-04-21,1988-10-13
Kristen,DasSarma,1955-08-08,1987-07-04
Mara,Isard,1952-12-21,1987-02-02
Hugo,Serdy,1952-04-16,1985-04-08
Xumin,Lenart,1953-11-28,1987-09-25
Muneo,Conde,1955-02-19,1986-06-09
Aamer,Daescu,1952-07-13,1988-09-16
Rosalie,Edelhoff,1953-05-13,1985-09-14
Dipayan,Hoogerwoord,1955-01-12,1988-06-20
Fumiyo,Henders,1953-05-15,1986-06-02
Adil,Skogmar,1953-10-18,1988-09-05
Uno,Aumann,1955-01-23,1987-01-18
Kousuke,Pocchiola,1955-11-09,1986-10-06
Hironoby,Melter,1954-01-19,1986-08-22
Houman,Schmiedel,1955-05-21,1988-05-08
Anneke,Ratnaker,1953-12-31,1987-09-02
Ravishankar,Itzfeldt,1953-07-27,1988-03-08
Kiyotoshi,Gyorkos,1954-07-16,1988-06-13
Guenter,Suermann,1953-09-07,1986-07-30
Tayeb,Garrabrants,1955-10-23,1986-07-05
Stein,Bolsens,1953-08-26,1986-01-23
Pintsang,Gadepally,1952-06-25,1986-03-15
Djenana,Ibel,1952-08-30,1987-05-03
Yuping,Kossowski,1955-08-31,1986-10-20
Kazuhiro,Speer,1952-10-16,1986-05-06
Jolita,Rande,1955-02-22,1985-09-23
Abdulah,Rathonyi,1955-07-30,1985-10-19
Adhemar,Fiebach,1954-08-04,1987-05-26
Yishay,Nations,1952-04-02,1986-09-22
Ipke,Ullian,1954-10-15,1986-11-05
Udi,Krohm,1955-03-24,1988-09-11
Yoshimitsu,Narahara,1955-09-29,1985-10-29
Hironobu,Grandbois,1954-11-30,1985-03-17
Mototsugu,Krichel,1953-08-28,1985-11-20
Ugo,Bala,1952-08-21,1988-04-01
Arco,Karunanithi,1954-08-19,1985-12-25
Gina,Standera,1954-06-13,1985-09-18
Dekang,Penz,1953-10-01,1985-07-20
Kitty,Spell,1952-03-26,1987-06-17
Werner,Narlikar,1953-09-08,1988-08-28
Maia,Leuchs,1953-07-22,1987-02-25
Masadi,Blokdijk,1953-02-08,1988-05-03
Patricio,Kobara,1953-01-11,1986-01-20
Mohit,Rosch,1954-05-26,1985-02-10
Adin,Rathonyi,1952-05-16,1988-06-23
Mountaz,Underwood,1954-05-03,1987-01-22
Evgueni,Camurati,1952-07-04,1985-11-24
Debaprosad,Bierbaum,1955-10-28,1986-07-02
Gully,Zirintsis,1954-01-04,1987-05-19
Lucian,Lubachevsky,1955-08-11,1988-12-24
Gilbert,Rajcani,1954-12-29,1985-08-30
Mona,Ferriere,1955-05-11,1985-07-24
Bilhanan,Strehl,1954-05-28,1988-01-26
Kazuyasu,Anily,1955-04-18,1987-10-14
Xiaobin,Ginesta,1955-05-14,1985-07-08
Mark,Lorho,1953-08-18,1987-04-13
Hironoby,Birsak,1954-10-18,1986-05-01
Sivanarayana,Zedlitz,1955-10-25,1986-07-05
Freyja,Schach,1953-07-13,1985-03-06
Byong,Suomi,1955-02-17,1986-02-26
Arvin,Walstra,1955-08-26,1985-07-13
Shir,Frijda,1953-03-21,1985-07-22
Niclas,Ernst,1952-07-07,1986-10-07
Hironoby,Jullig,1955-06-21,1985-03-08
Berna,Axelband,1954-08-19,1987-05-12
Leah,Alpay,1954-10-30,1986-01-03
Arnould,Pearson,1953-02-14,1985-07-01
Sangeeta,Schmittgen,1955-03-28,1988-05-30
Zhiwei,Itschner,1954-07-12,1987-03-10
Tetsushi,Pell,1953-12-22,1985-05-14
Demos,McClure,1955-06-23,1987-01-09
Xiping,Parascandalo,1955-04-16,1985-12-09
Guadalupe,Fujisaki,1954-05-23,1985-05-04
Alois,Francisci,1953-01-12,1987-04-06
Yannis,Stanger,1953-10-08,1987-10-24
Jackson,Pusterhofer,1955-09-04,1988-10-28
Shichao,Whittlesey,1952-06-24,1988-07-15
Rosli,Pepe,1954-05-25,1986-07-07
Hiroyasu,Randi,1952-03-23,1986-10-02
Pasqua,Perko,1952-02-10,1985-10-05
Georgy,Sundgren,1955-11-17,1987-02-19
Sadok,Huhdanpaa,1955-08-05,1985-11-16
Armond,Coombs,1952-09-12,1985-03-31
KayLiang,Luca,1955-11-15,1985-12-22
Vasiliy,Kuhnemann,1953-04-14,1988-05-18
Lalit,Desikan,1953-04-26,1986-03-16
Atreye,Shumilov,1952-05-13,1986-09-19
Changho,Willoner,1955-11-30,1988-03-09
Mohammed,Improta,1952-07-08,1985-08-18
Troy,Serov,1952-10-02,1985-06-19
Aria,Thebaut,1953-07-08,1986-08-14
Yannis,Saoudi,1953-09-18,1986-08-02
Debaprosad,Merro,1952-09-28,1985-11-03
Alagu,Bernatsky,1953-03-15,1988-12-22
Byong,Uehara,1952-05-25,1987-09-23
Jinpo,Schnabel,1953-10-18,1986-01-06
True,Gerlach,1952-11-29,1986-10-01
Khaled,Markovitch,1953-12-23,1985-11-10
Satoru,Wilfing,1954-02-12,1987-05-03
Masadi,Cools,1952-11-03,1986-02-23
Lene,Birsak,1952-11-26,1985-06-02
